player_id,name,role,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating
717176,Daniel James,Midfielder,,,,69,,,,,25,0,0,0,78%,2,0,50%,1,1,0,0,2,0,0,32,40,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,1,,,6.2
413557,Anthony Martial,Attacker,,,,90,,,,,26,0,0,0,93%,5,0,40%,3,2,0,0,0,3,0,28,39,5,1,1,1,1,1,6,3,0,0,1,0,0,1,0,,,,6.7
750032,Mason Mount,Midfielder,,,,21,,,,,6,0,0,0,100%,0,0,0%,0,0,0,0,4,0,0,6,12,0,0,0,0,0,0,1,2,1,0,1,1,1,1,1,0,,,6.1
215384,Ross Barkley,Midfielder,,,,24,,,,,14,0,0,0,100%,3,1,33%,1,1,0,3,1,0,3,14,22,0,0,1,0,2,0,2,1,0,0,3,1,1,0,1,0,,,6.2
248689,Michy Batshuayi,Attacker,,,,11,,,,,4,0,0,0,80%,1,0,0%,1,0,0,0,0,0,0,5,9,0,0,0,0,1,1,0,3,0,0,2,1,0,1,1,0,,,6.2
317564,Kepa Arrizabalaga,Keeper,0,0,2,90,0,0,0,1,13,,,,,0,0,0%,0,0,0,2,0,0,5,16,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,5
72541,César Azpilicueta,Defender,,,,90,,,,,38,0,1,1,79%,1,0,100%,0,1,0,1,2,2,2,48,80,4,7,3,1,3,1,9,9,1,2,2,1,1,0,0,,,,7.7
449232,Andreas Christensen,Defender,,,,90,,,,,68,0,0,0,93%,1,0,0%,1,0,0,8,0,1,10,73,82,1,3,4,0,0,0,3,6,2,0,1,3,2,0,0,,1,,6.8
276738,Antonio Rüdiger,Defender,,,,90,,,,,66,0,1,0,93%,2,0,50%,1,1,0,6,0,1,8,71,80,0,4,4,0,1,1,1,5,1,1,6,0,0,0,0,,,,7
267371,Emerson,Defender,,,,90,,,,,51,0,0,0,89%,1,1,0%,0,0,0,1,13,5,3,57,87,1,3,0,1,0,0,4,6,1,2,4,2,1,1,0,,1,,7.3
319300,N'Golo Kanté,Midfielder,,,,69,,,,,27,0,0,0,93%,1,1,0%,0,0,0,0,1,1,0,29,42,1,0,2,0,2,1,6,2,3,0,4,1,0,0,0,1,,,5.4
282775,Jorginho,Midfielder,,,,90,,,,,60,0,1,1,88%,2,1,50%,0,1,0,1,0,2,3,68,87,1,1,2,2,1,1,5,6,0,4,8,4,2,0,0,,,,8.3
239219,Mateo Kovacic,Midfielder,,,,66,,,,,47,0,0,0,87%,3,2,0%,1,0,0,0,0,1,2,54,66,0,1,1,0,1,1,3,3,0,0,7,1,1,0,0,1,,,7
846383,Callum Hudson-Odoi,Attacker,,,,90,,,,,40,1,1,0,87%,1,0,100%,0,1,0,5,12,2,5,46,77,1,0,0,1,6,2,7,5,1,0,4,3,1,0,0,,,,7.7
749661,Tammy Abraham,Attacker,,,,90,,,,,7,0,0,0,70%,2,0,100%,0,2,0,0,0,1,1,10,24,3,1,0,0,4,2,6,5,0,0,1,0,0,2,0,,,,7.3
94086,Willian,Attacker,,,,79,,,,,38,0,0,0,78%,1,0,100%,0,1,0,1,2,0,2,49,66,1,1,1,2,4,1,7,3,1,1,4,0,0,1,0,1,,,6.3
157723,Christian Eriksen,Midfielder,,,,28,,,,,21,0,0,0,81%,1,0,0%,1,0,0,2,1,1,4,26,34,0,0,2,0,0,0,0,1,0,0,3,1,1,0,1,0,,,6.7
361315,Eric Dier,Midfielder,,,,34,,,,,16,0,0,0,84%,0,0,0%,0,0,0,0,0,0,1,19,23,1,4,1,0,0,0,1,4,0,1,2,0,0,0,1,0,,,6.4
747785,Gedson Fernandes,Midfielder,,,,15,,,,,7,0,0,0,88%,0,0,0%,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,,,6.1
26295,Hugo Lloris,Keeper,0,1,0,90,0,1,0,4,20,,,,,0,0,0%,0,0,0,10,0,0,18,28,35,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,6.1
195299,Serge Aurier,Defender,,,,90,,,,,32,1,1,0,78%,1,1,0%,0,0,0,1,6,3,2,41,74,1,0,0,0,3,2,3,6,1,2,4,3,1,1,0,,,,8.2
160599,Toby Alderweireld,Defender,,,,90,,,,,41,0,0,0,80%,0,0,0%,0,0,0,7,0,1,15,51,56,1,1,2,0,0,0,1,1,0,0,6,0,0,0,0,,,,6.8
37762,Jan Vertonghen,Defender,,,,75,,,,,37,0,0,0,80%,0,0,0%,0,0,0,3,0,0,7,46,49,0,3,2,0,0,0,0,3,0,1,5,0,0,0,0,1,,,6.9
773991,Ryan Sessegnon,Midfielder,,,,90,,,,,32,0,0,0,76%,0,0,0%,0,0,0,1,2,0,2,42,67,1,1,4,0,3,2,7,5,3,1,5,1,1,1,0,,,,7
604126,Giovani Lo Celso,Midfielder,,,,90,,,,,47,0,0,0,85%,0,0,0%,0,0,0,2,2,4,3,55,83,2,1,2,5,6,5,13,11,1,1,8,4,2,1,0,,,,7.5
528453,Harry Winks,Midfielder,,,,56,,,,,37,0,0,0,93%,0,0,0%,0,0,0,2,0,0,2,40,50,0,0,0,0,0,0,2,1,1,2,6,0,0,1,0,1,,,6.8
363333,Dele Alli,Midfielder,,,,90,,,,,34,0,1,1,76%,4,2,25%,1,1,0,1,0,0,1,45,73,2,5,0,4,3,2,10,8,0,2,4,1,0,0,0,,,,7.7
174850,Erik Lamela,Midfielder,,,,62,,,,,19,0,0,0,76%,2,1,50%,0,1,0,0,0,0,0,25,34,0,0,0,2,1,1,5,4,2,1,4,1,1,2,0,1,,,6.7
215299,Lucas Moura,Midfielder,,,,90,,,,,17,0,1,0,68%,1,1,0%,0,0,0,0,1,3,0,25,41,5,7,0,3,3,0,13,7,2,0,0,0,0,0,0,,,,6.1
212867,Heung-Min Son,Attacker,,,,90,,,,,24,0,1,1,86%,5,1,20%,3,1,0,1,5,0,1,28,53,2,0,1,0,3,0,9,0,2,1,5,0,0,0,0,,,,7.3
146830,Joel Ward,Defender,,,,28,,,,,8,0,0,0,62%,0,0,0%,0,0,0,0,0,0,3,13,22,1,1,0,0,3,1,3,3,1,1,3,1,1,0,1,0,,,6
425963,Max Meyer,Midfielder,,,,28,,,,,6,0,0,0,60%,0,0,0%,0,0,0,1,0,0,1,10,20,1,0,0,1,2,0,5,3,0,0,5,2,1,1,1,0,,,5.5
169721,Connor Wickham,Attacker,,,,21,,,,,6,0,0,0,60%,1,0,0%,1,0,0,1,0,1,1,10,18,4,0,0,1,1,1,6,1,1,1,0,0,0,0,1,0,,,5.5
109222,Vicente Guaita,Keeper,0,0,0,90,1,4,3,9,9,,,,,0,0,0%,0,0,0,7,0,0,25,27,41,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,,,,5.3
154271,Martin Kelly,Defender,,,,62,,,,,9,0,0,0,41%,0,0,0%,0,0,0,3,0,0,8,22,35,0,2,3,0,0,0,2,4,0,2,4,2,2,0,0,1,,,6.5
109897,James Tomkins,Defender,,,,90,,,,,38,0,0,0,79%,0,0,0%,0,0,0,7,0,0,11,48,64,1,9,4,1,0,0,3,13,0,4,6,2,2,2,0,,1,,7.2
23783,Gary Cahill,Defender,,,,90,,,,,33,0,0,0,77%,0,0,0%,0,0,0,3,0,0,5,43,58,2,4,3,0,0,0,3,6,1,1,3,2,1,0,0,,,,6.4
496563,Jairo Riedewald,Defender,,,,90,,,,,25,0,0,0,53%,0,0,0%,0,0,0,4,1,1,10,47,78,0,1,2,0,2,2,0,6,0,2,5,2,2,1,0,,,,7.3
148302,Cheikhou Kouyaté,Midfielder,,,,62,,,,,6,0,0,0,33%,0,0,0%,0,0,0,0,0,1,3,18,38,1,7,2,1,2,1,6,11,2,3,4,2,2,2,0,1,,,6.9
28901,James McArthur,Midfielder,,,,90,,,,,28,0,0,0,65%,1,0,0%,1,0,0,0,0,0,3,43,67,1,1,2,2,2,1,10,3,3,5,10,1,0,0,0,,,,5.8
101192,James McCarthy,Midfielder,,,,90,,,,,26,0,0,0,68%,1,0,0%,1,0,0,4,0,0,9,38,53,2,3,0,2,0,0,9,7,1,1,5,4,2,0,0,,,,5.9
154280,Jordan Ayew,Attacker,,,,90,,,,,12,0,1,0,100%,1,1,0%,0,0,0,0,0,1,0,12,36,5,1,1,2,6,4,12,9,1,0,5,1,1,3,0,,,,6
178776,Cenk Tosun,Attacker,,,,69,,,,,6,0,0,0,60%,2,0,0%,2,0,0,1,0,0,2,10,18,8,2,0,0,1,1,9,3,1,0,1,0,0,0,0,1,,,5.3
198510,Wilfried Zaha,Attacker,,,,90,,,,,19,0,0,0,79%,0,0,0%,0,0,0,0,3,1,1,24,49,2,0,0,1,8,5,7,10,1,1,4,1,0,4,0,,,,6.7
746395,Aaron Ramsdale,Keeper,0,0,0,90,0,4,4,2,13,,,,,0,0,0%,0,0,0,11,0,0,34,36,44,2,0,1,0,0,0,2,0,0,0,11,0,0,0,0,,,,5.2
160447,Adam Smith,Defender,,,,90,,,,,19,0,0,0,83%,0,0,0%,0,0,0,0,3,1,3,23,51,2,1,4,0,2,1,5,3,1,0,0,1,1,0,0,,,,6.8
35515,Simon Francis,Defender,,,,90,,,,,10,0,0,0,48%,0,0,0%,0,0,0,3,1,0,9,21,39,2,5,7,0,0,0,3,5,0,7,8,0,0,0,0,,,,7.5
417068,Nathan Aké,Defender,,,,90,,,,,18,0,1,1,86%,1,0,100%,0,1,0,3,0,0,5,21,31,3,3,5,0,0,0,4,3,0,3,3,0,0,0,0,,,,7.8
488718,Diego Rico,Defender,,,,90,,,,,18,0,0,0,64%,0,0,0%,0,0,0,1,1,0,5,28,59,0,2,4,0,2,2,2,6,0,7,6,1,1,1,0,,,,7.8
46810,Dan Gosling,Midfielder,,,,90,,,,,25,1,1,0,63%,1,0,0%,1,0,0,1,1,1,3,40,61,2,2,4,0,1,0,5,5,1,0,11,2,1,1,0,,,,7.5
466672,Jefferson Lerma,Midfielder,,,,51,,,,,17,0,0,0,74%,2,1,0%,1,0,0,1,0,0,5,23,34,0,3,0,0,1,1,3,8,3,0,3,1,1,3,0,,1,,6.4
532743,Philip Billing,Midfielder,,,,90,,,,,19,0,1,1,56%,2,0,100%,0,2,0,0,0,2,1,34,66,3,8,9,1,0,0,6,17,1,1,2,7,6,2,0,,,,8.9
494417,Harry Wilson,Midfielder,,,,90,,,,,20,0,1,0,61%,4,2,25%,1,1,0,3,0,1,5,33,53,3,1,1,1,3,3,7,5,0,2,4,0,0,1,0,,,,7
184321,Callum Wilson,Attacker,,,,90,,,,,11,0,1,0,46%,3,2,0%,1,0,0,0,0,1,1,24,45,10,6,1,1,0,0,14,9,4,0,2,0,0,3,0,,1,,6.1
230916,Ryan Fraser,Midfielder,,,,90,,,,,18,0,0,0,90%,3,0,67%,1,2,0,2,7,2,2,20,41,0,0,0,0,0,0,0,2,0,1,4,0,0,2,0,,,,7.3
280484,Nick Pope,Keeper,0,0,0,90,1,2,1,2,9,,,,,0,0,0%,0,0,0,6,0,0,20,23,28,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,,,,7.1
183715,Matthew Lowton,Defender,,,,90,,,,,21,0,0,0,78%,0,0,0%,0,0,0,2,3,0,6,27,46,0,1,2,0,1,0,3,8,1,0,8,6,4,1,0,,,,7.3
243138,James Tarkowski,Defender,,,,90,,,,,27,0,0,0,75%,1,0,0%,1,0,0,3,1,0,7,36,51,0,6,7,0,0,0,3,7,2,2,4,1,1,0,0,,1,,7.3
240538,Ben Mee,Defender,,,,90,,,,,30,0,0,0,77%,3,1,0%,2,0,0,2,0,1,7,39,53,3,6,5,0,0,0,3,7,0,2,6,0,0,1,0,,,,7.2
289137,Charlie Taylor,Defender,,,,90,,,,,27,0,0,0,79%,0,0,0%,0,0,0,1,5,1,4,34,72,0,3,2,3,2,2,5,9,0,0,4,2,2,2,0,,,,7.2
201734,Jeff Hendrick,Midfielder,,,,90,,,,,11,0,0,0,79%,3,0,0%,3,0,0,1,5,2,1,14,38,0,2,2,1,1,1,4,6,2,1,2,3,1,0,0,,,,7.1
46008,Jack Cork,Midfielder,,,,90,,,,,25,0,0,0,74%,0,0,0%,0,0,0,2,0,0,4,34,52,2,0,0,3,2,1,9,4,1,2,4,2,1,1,0,,,,5.9
182223,Ashley Westwood,Midfielder,,,,90,,,,,39,0,2,0,85%,0,0,0%,0,0,0,4,9,2,8,46,62,0,0,0,0,0,0,4,4,1,0,5,3,2,1,0,,,,6.9
939542,Dwight McNeil,Attacker,,,,90,,,,,22,0,2,0,79%,3,1,0%,2,0,0,2,13,5,3,28,62,0,0,1,2,5,2,6,6,0,0,11,2,2,2,0,,,,7.4
109491,Jay Rodriguez,Attacker,,,,90,,,,,22,0,0,0,81%,4,0,50%,2,2,0,0,1,0,0,27,44,6,1,0,1,1,0,9,3,1,0,4,1,1,1,0,,,,6.4
169719,Chris Wood,Attacker,,,,90,,,,,12,0,0,0,75%,1,1,0%,0,0,0,0,1,4,0,16,25,7,3,1,1,1,1,8,6,0,0,1,0,0,2,0,,,,6.6
166422,Andros Townsend,Midfielder,,,,13,,,,,3,0,0,0,100%,0,0,0%,0,0,0,0,3,0,0,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,5.6
148302,Cheikhou Kouyaté,Midfielder,,,,5,,,,,3,0,0,0,75%,0,0,0%,0,0,0,0,1,0,0,4,10,1,0,0,1,1,1,2,2,0,0,2,1,0,0,1,0,,,
425963,Max Meyer,Midfielder,,,,10,,,,,9,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,5.7
109222,Vicente Guaita,Keeper,0,2,0,90,1,3,1,7,21,,,,,0,0,0%,0,0,0,6,0,0,13,28,44,0,1,2,0,0,0,0,1,0,0,10,0,0,0,0,,,,5
146830,Joel Ward,Defender,,,,90,,,,,31,0,0,0,61%,0,0,0%,0,0,0,3,3,0,12,51,75,1,2,1,0,2,0,4,6,1,4,3,2,1,2,0,,1,,6.7
109897,James Tomkins,Defender,,,,90,,,,,43,0,0,0,78%,1,0,0%,1,0,0,5,0,0,13,55,66,1,1,2,0,0,0,6,3,4,2,3,1,0,1,0,,1,,5.9
23783,Gary Cahill,Defender,,,,90,,,,,64,0,0,0,83%,2,1,0%,1,0,0,6,0,0,8,77,89,4,16,5,0,0,0,4,16,0,1,2,0,0,0,0,,,,7
180330,Patrick van Aanholt,Defender,,,,90,,,,,59,0,0,0,83%,2,1,0%,1,0,0,1,4,0,2,71,101,0,0,0,1,3,1,4,2,0,1,12,1,0,0,0,,,,6
101192,James McCarthy,Midfielder,,,,80,,,,,24,0,0,0,96%,1,1,0%,0,0,0,1,1,0,1,25,36,0,1,1,0,0,0,3,4,1,1,3,3,2,0,0,1,,,6.5
163616,Luka Milivojevic,Midfielder,,,,90,,,,,45,0,0,0,87%,1,0,0%,1,0,0,4,7,2,6,52,69,1,0,1,0,0,0,5,5,1,0,7,2,1,3,0,,1,,6.5
28901,James McArthur,Midfielder,,,,85,,,,,33,0,1,0,89%,2,0,100%,0,2,0,1,1,2,4,37,56,7,1,0,2,2,0,15,2,1,1,1,1,1,0,0,1,,,5.2
154280,Jordan Ayew,Attacker,,,,90,,,,,24,0,0,0,73%,0,0,0%,0,0,0,1,3,2,2,33,45,4,1,0,2,1,1,6,3,0,0,5,1,1,0,0,,,,6
148315,Christian Benteke,Attacker,,,,77,,,,,14,0,0,0,64%,2,0,50%,1,1,0,1,0,2,1,22,28,4,8,0,0,1,1,4,9,0,0,1,0,0,0,0,1,,,6.8
198510,Wilfried Zaha,Attacker,,,,90,,,,,45,0,0,0,94%,2,1,0%,0,0,0,0,5,3,0,48,86,0,0,0,6,3,1,10,11,1,0,7,2,1,8,0,,,,6.3
282012,Dennis Praet,Midfielder,,,,10,,,,,4,0,0,0,80%,0,0,0%,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,,,5.9
643709,Kelechi Iheanacho,Attacker,,,,10,,,,,3,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,3,6,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,,,5.7
37770,Kasper Schmeichel,Keeper,0,0,0,90,0,1,1,2,34,,,,,0,0,0%,0,0,0,6,0,0,13,42,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,5.1
306128,Ricardo Pereira,Defender,,,,90,,,,,37,0,0,0,74%,1,1,0%,0,0,0,2,1,0,5,50,86,1,0,2,3,4,2,9,7,4,1,9,3,2,2,0,,,,6.2
43248,Jonny Evans,Defender,,,,90,,,,,47,0,0,0,73%,1,0,0%,1,0,0,5,0,0,20,64,76,2,1,4,0,0,0,4,4,1,0,10,3,3,0,0,,1,,6.2
602261,Caglar Söyüncü,Defender,,,,90,,,,,52,0,0,0,87%,0,0,0%,0,0,0,5,0,0,9,60,71,2,4,2,0,3,2,4,9,1,1,9,2,2,1,0,,,,6.8
672469,Ben Chilwell,Defender,,,,90,,,,,41,0,0,1,71%,2,0,50%,1,1,0,2,3,1,8,58,89,2,1,3,0,1,0,5,4,1,3,9,2,2,1,0,,,,7.4
728123,Hamza Choudhury,Midfielder,,,,90,,,,,40,0,0,0,89%,1,0,0%,1,0,0,3,0,1,5,45,58,1,4,2,0,0,0,3,8,1,3,6,4,2,0,0,,,,6.9
479020,Ayoze Pérez,Attacker,,,,90,,,,,21,0,1,0,70%,0,0,0%,0,0,0,1,2,1,2,30,55,2,2,0,2,2,1,10,10,0,0,8,3,1,4,0,,,,6.5
465960,Youri Tielemans,Midfielder,,,,80,,,,,25,2,0,0,74%,2,1,50%,0,1,0,0,1,2,0,34,48,0,1,2,1,0,0,5,5,2,1,1,2,0,2,0,1,,,8.3
493165,James Maddison,Midfielder,,,,90,,,,,34,0,1,0,77%,2,2,0%,0,0,0,1,6,5,3,44,70,1,0,1,1,3,2,8,9,2,0,8,4,3,3,0,,1,,7.8
760359,Harvey Barnes,Midfielder,,,,90,,,,,19,0,0,1,79%,4,1,25%,2,1,0,1,3,1,1,24,39,3,0,1,0,0,0,6,2,1,0,5,1,1,1,0,,,,7.3
286119,Jamie Vardy,Attacker,,,,80,,,,,12,0,1,0,63%,1,0,100%,0,1,0,0,0,1,0,19,21,2,4,0,0,1,0,4,4,2,0,3,0,0,0,0,1,,,6.5
37234,Adam Lallana,Midfielder,,,,2,,,,,1,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,,
508889,Naby Keita,Midfielder,,,,17,,,,,9,0,1,0,82%,0,0,0%,0,0,0,0,0,1,0,11,15,2,0,0,0,0,0,2,1,0,1,2,0,0,1,1,0,,,6.3
408943,Takumi Minamino,Midfielder,,,,9,,,,,1,0,0,0,100%,1,0,0%,1,0,0,0,0,0,0,1,4,2,0,0,0,1,0,5,0,1,0,1,0,0,0,1,0,,,
319784,Alisson Becker,Keeper,0,2,0,90,0,4,3,5,36,,,,,0,0,0%,0,0,0,6,0,0,14,44,54,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,,,,8
760712,Trent Alexander-Arnold,Defender,,,,90,,,,,33,0,0,0,53%,1,1,0%,0,0,0,7,8,0,24,62,91,0,1,2,1,0,0,5,3,2,1,6,1,0,1,0,,,,6.6
568571,Joseph Gomez,Defender,,,,90,,,,,56,0,0,0,84%,0,0,0%,0,0,0,2,0,0,8,67,82,1,3,10,0,0,0,3,3,0,0,3,0,0,0,0,,,,7.1
209405,Virgil van Dijk,Defender,,,,90,,,,,64,0,0,0,81%,1,0,100%,0,1,0,4,0,0,12,79,94,2,7,4,0,0,0,3,11,0,1,7,2,1,2,0,,,,7.6
357880,Andrew Robertson,Defender,,,,90,,,,,56,0,0,0,84%,0,0,0%,0,0,0,2,2,0,4,67,97,0,1,4,0,1,0,1,5,0,2,6,3,3,1,0,,,,7.6
156008,Jordan Henderson,Midfielder,,,,88,,,,,28,1,1,1,74%,2,1,50%,0,1,0,3,2,2,6,38,54,1,1,1,0,1,1,5,4,4,3,7,1,1,2,0,1,,,8.7
359188,Fabinho,Midfielder,,,,90,,,,,46,0,0,0,72%,1,0,0%,1,0,0,0,0,1,10,64,74,0,1,0,0,0,0,2,7,1,1,6,4,2,2,0,,,,7.3
108038,Georginio Wijnaldum,Midfielder,,,,81,,,,,17,0,0,0,74%,1,0,100%,0,1,0,1,0,1,1,23,34,1,1,1,0,1,1,2,3,0,0,2,1,1,0,0,1,,,7.2
292462,Mohamed Salah,Attacker,,,,90,,,,,14,0,2,2,82%,4,2,50%,0,2,0,2,3,3,2,17,44,2,0,0,7,5,4,10,5,0,1,2,1,1,0,0,,,,8.8
242709,Roberto Firmino,Attacker,,,,90,,,,,25,3,1,0,76%,3,0,67%,1,2,0,2,0,4,3,33,46,3,0,0,1,4,1,7,2,1,0,3,0,0,1,0,,,,9.3
196386,Alex Oxlade-Chamberlain,Midfielder,,,,73,,,,,17,0,0,1,74%,2,0,100%,0,2,0,1,0,1,1,23,37,3,1,0,3,1,1,7,5,0,1,2,0,0,3,0,1,,,7.7
751550,Diogo Dalot,Defender,,,,2,,,,,3,0,0,0,75%,1,0,0%,1,0,0,0,0,0,0,4,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,,
299215,Jesse Lingard,Midfielder,,,,2,,,,,3,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
950473,Mason Greenwood,Midfielder,,,,18,,,,,7,0,0,0,78%,2,0,50%,1,1,0,0,0,0,0,9,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,,,5.8
182917,David De Gea,Keeper,0,0,0,90,0,4,4,3,14,,,,,0,0,0%,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,6.9
760320,Aaron Wan-Bissaka,Defender,,,,90,,,,,63,0,1,0,89%,0,0,0%,0,0,0,1,5,2,1,71,119,0,0,1,6,8,5,11,13,1,0,7,7,5,1,0,,,,7.7
258269,Victor Nilsson Lindelöf,Defender,,,,90,,,,,54,0,0,0,95%,2,1,0%,1,0,0,0,0,1,0,57,66,1,4,2,0,1,1,4,6,2,0,6,1,0,0,0,,1,,7.2
255610,Harry Maguire,Defender,,,,90,,,,,58,0,0,0,89%,2,0,0%,2,0,0,1,0,1,3,65,79,2,2,1,0,0,0,4,8,0,0,11,4,2,2,0,,,,7.2
362694,Luke Shaw,Defender,,,,90,,,,,56,0,0,0,88%,0,0,0%,0,0,0,1,4,2,1,64,94,0,2,1,0,3,2,4,5,3,3,9,0,0,1,0,,1,,7.7
575779,Andreas Pereira,Midfielder,,,,72,,,,,46,0,0,0,87%,2,0,50%,1,1,0,2,1,0,3,53,67,1,1,0,2,1,0,8,3,3,1,2,2,1,0,0,1,,,6.2
322049,Fred,Midfielder,,,,90,,,,,77,0,0,0,93%,1,1,0%,0,0,0,13,3,2,13,83,101,2,0,2,1,1,0,13,1,3,0,6,1,1,0,0,,,,6.1
41468,Juan Mata,Midfielder,,,,88,,,,,61,0,0,0,94%,1,0,0%,1,0,0,2,1,0,4,65,76,1,0,1,3,2,2,4,4,0,0,3,0,0,2,0,1,,,6.7
422685,Bruno Fernandes,Midfielder,,,,90,,,,,69,0,0,0,80%,5,1,60%,1,3,0,5,3,0,11,86,110,0,0,3,3,1,1,7,6,1,0,6,3,2,2,0,,1,,7.2
717176,Daniel James,Midfielder,,,,88,,,,,23,0,0,0,82%,0,0,0%,0,0,0,1,6,0,1,28,44,0,0,0,1,1,1,3,3,0,0,5,1,0,1,0,1,,,6.4
413557,Anthony Martial,Attacker,,,,90,,,,,26,0,0,0,84%,0,0,0%,0,0,0,0,0,1,0,31,50,1,0,1,2,3,1,6,6,1,1,1,0,0,5,0,,,,6.5
46353,Danny Rose,Defender,,,,11,,,,,3,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,3,6,0,1,2,0,0,0,1,2,1,0,1,0,0,1,1,0,,,6.1
820024,Sean Longstaff,Midfielder,,,,33,,,,,14,0,0,0,93%,2,1,50%,0,1,0,0,1,0,1,15,24,2,1,1,0,0,0,5,1,0,3,2,0,0,0,1,0,,,6
321140,Valentino Lazaro,Attacker,,,,36,,,,,15,0,0,0,83%,0,0,0%,0,0,0,1,0,0,2,18,21,2,1,1,0,0,0,2,2,0,0,2,1,1,0,1,0,,,6.1
72241,Martin Dubravka,Keeper,0,1,0,90,0,4,3,3,13,,,,,0,0,0%,0,0,0,10,0,0,21,24,31,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,7.4
432040,DeAndre Yedlin,Defender,,,,54,,,,,22,0,0,0,85%,0,0,0%,0,0,0,1,4,1,2,26,42,4,0,2,0,1,0,6,1,1,1,1,0,0,1,0,1,1,,6.3
155050,Federico Fernández,Defender,,,,90,,,,,36,0,0,0,78%,0,0,0%,0,0,0,4,5,0,5,46,74,1,2,5,0,1,1,2,6,0,1,2,3,3,0,0,,,,7.5
279489,Jamaal Lascelles,Defender,,,,90,,,,,24,0,0,0,80%,1,0,0%,1,0,0,1,0,0,1,30,41,5,3,5,0,0,0,6,4,0,1,7,0,0,1,0,,,,6.4
161414,Ciaran Clark,Defender,,,,90,,,,,22,0,0,0,76%,0,0,0%,0,0,0,1,0,0,4,29,47,1,0,7,0,0,0,1,5,0,1,1,4,3,1,0,,,,7.3
155913,Matt Ritchie,Defender,,,,90,,,,,29,0,0,0,74%,2,1,0%,1,0,0,2,10,4,6,39,69,0,2,7,0,0,0,2,2,2,3,5,0,0,0,0,,,,7.7
442277,Miguel Almiron,Midfielder,,,,90,,,,,19,0,0,0,83%,1,0,0%,1,0,0,0,1,1,0,23,44,2,0,2,1,4,2,9,9,1,1,8,3,2,4,0,,,,7
489627,Isaac Hayden,Midfielder,,,,57,,,,,17,0,0,0,89%,1,1,0%,0,0,0,1,2,0,2,19,28,2,0,1,0,0,0,4,2,0,0,1,1,1,1,0,1,,,6.1
500520,Nabil Bentaleb,Midfielder,,,,90,,,,,38,0,0,0,86%,0,0,0%,0,0,0,3,0,4,5,44,56,3,3,2,0,0,0,8,5,4,5,7,1,0,1,0,,1,,7.2
466482,Allan Saint-Maximin,Midfielder,,,,79,,,,,19,0,0,0,95%,5,1,60%,0,3,0,2,4,1,2,20,49,0,0,0,3,6,6,3,10,0,0,5,1,1,3,0,1,,,7.4
535936,Joelinton,Attacker,,,,90,,,,,20,0,0,0,69%,3,1,33%,1,1,0,0,0,0,0,29,47,3,9,2,1,2,0,8,12,1,0,5,1,1,2,0,,,,6.6
361315,Eric Dier,Midfielder,,,,6,,,,,5,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
174850,Erik Lamela,Midfielder,,,,20,,,,,12,0,0,0,100%,0,0,0%,0,0,0,0,0,0,0,12,16,1,0,0,1,0,0,2,1,0,0,1,0,0,1,1,0,,,5.9
773189,Tanguy Ndombélé,Midfielder,,,,20,,,,,9,1,1,0,82%,0,0,0%,0,0,0,0,0,1,0,11,16,2,1,0,1,2,2,3,3,0,0,0,0,0,1,1,0,,,7.2
